trading_symbol,instrument_key,instrument_type,name,exchange
NLCINDIA,NSE_EQ|INE589A01014,EQ,NLC INDIA LIMITED,NSE
JINDALPHOT,BSE_EQ|INE796G01012,B,JINDAL PHOTO LTD.,BSE
EPACKPEB,NSE_EQ|INE0MLS01022,EQ,EPACK PREFAB TECHN LTD,NSE
BERGEPAINT,NSE_EQ|INE463A01038,EQ,BERGER PAINTS (I) LTD,NSE
RELIANCE,BSE_EQ|INE002A01018,A,RELIANCE INDUSTRIES LTD.,BSE
IMPEXFERRO,BSE_EQ|INE691G01015,Z,IMPEX FERRO TECH LTD.,BSE
EPACK,NSE_EQ|INE0G5901015,EQ,EPACK DURABLE LIMITED,NSE
PENIND,BSE_EQ|INE932A01024,B,PENNAR INDUSTRIES LTD.,BSE
SENORES,BSE_EQ|INE0RB801010,B,SENORES PHARMACEUTICALS LIMITE,BSE
BIBCL,BSE_EQ|INE994B01014,B,BHARAT IMMUNOLOGICALS & BIOLOG,BSE
SUVIDHAA,BSE_EQ|INE018401013,B,Suvidhaa Infoserve Limited,BSE
GENUSPOWER,NSE_EQ|INE955D01029,EQ,GENUS POWER INFRASTRU LTD,NSE
DECCANCE,NSE_EQ|INE583C01021,EQ,DECCAN CEMENTS LIMITED,NSE
ASTRON,NSE_EQ|INE646X01014,EQ,ASTRON PAPER BORD MIL LTD,NSE
QUESS,NSE_EQ|INE615P01015,EQ,QUESS CORP LIMITED,NSE
ASAHISONG,NSE_EQ|INE228I01012,EQ,ASAHI SONGWON COLOR LTD,NSE
MMFL,BSE_EQ|INE227C01017,B,M.M.FORGINGS LTD.,BSE
RTNPOWER,BSE_EQ|INE399K01017,A,RATTANINDIA POWER LTD.,BSE
JGCHEM,NSE_EQ|INE0MB501011,EQ,J.G.CHEMICALS LIMITED,NSE
VIKASWSP,BSE_EQ|INE706A01022,Z,VIKAS WSP LTD.,BSE
SATIA,NSE_EQ|INE170E01023,EQ,SATIA INDUSTRIES LIMITED,NSE
SPECTRUM,BSE_EQ|INE01EO01010,B,Spectrum Electrical Industries,BSE
VRLLOG,BSE_EQ|INE366I01010,B,VRL Logistics Limited,BSE
ORIENTLTD,BSE_EQ|INE609C01024,B,ORIENT PRESS LTD.,BSE
KABRAEXTRU,BSE_EQ|INE900B01029,B,KABRA EXTRUSIONTECHNIK LTD.,BSE
BIOCON,BSE_EQ|INE376G01013,A,BIOCON LTD.,BSE
TCPLPACK,BSE_EQ|INE822C01015,B,TCPL PACKAGING LTD.,BSE
MARATHON,BSE_EQ|INE182D01020,B,MARATHON NEXTGEN REALTY LTD.,BSE
ACMESOLAR,NSE_EQ|INE622W01025,EQ,ACME SOLAR HOLDINGS LTD,NSE
FINPIPE,BSE_EQ|INE183A01024,A,FINOLEX INDUSTRIES LTD.,BSE
PTC,NSE_EQ|INE877F01012,EQ,PTC INDIA LIMITED,NSE
LGBBROSLTD,BSE_EQ|INE337A01034,B,L.G.BALAKRISHNAN & BROS.LTD.,BSE
NITCO,NSE_EQ|INE858F01012,EQ,NITCO LIMITED,NSE
WONDERLA,BSE_EQ|INE066O01014,B,WONDERLA HOLIDAYS LTD,BSE
LORDSCHLO,NSE_EQ|INE846D01012,EQ,LORDS CHLORO ALKALI LTD,NSE
ZEEL,NSE_EQ|INE256A01028,EQ,ZEE ENTERTAINMENT ENT LTD,NSE
AFFLE,BSE_EQ|INE00WC01027,A,AFFLE 3I LIMITED,BSE
DSSL,NSE_EQ|INE417B01040,EQ,DYNACONS SYS & SOLN LTD,NSE
ADOR,NSE_EQ|INE045A01017,EQ,ADOR WELDING LTD,NSE
HBLENGINE,BSE_EQ|INE292B01021,A,HBL ENGINEERING LIMITED,BSE
PONNIERODE,NSE_EQ|INE838E01017,EQ,PONNIE SUGARS (ERODE) LTD,NSE
KCP,BSE_EQ|INE805C01028,B,K.C.P.LTD.,BSE
GILLETTE,BSE_EQ|INE322A01010,A,GILLETTE INDIA LTD.,BSE
YATHARTH,BSE_EQ|INE0JO301016,A,YATHARTH HOSPITAL & TRAUMA CAR,BSE
TNPL,BSE_EQ|INE107A01015,B,TAMIL NADU NEWSPRINT & PAPERS,BSE
IOB,BSE_EQ|INE565A01014,A,INDIAN OVERSEAS BANK,BSE
ALKEM,NSE_EQ|INE540L01014,EQ,ALKEM LABORATORIES LTD.,NSE
BIL,NSE_EQ|INE828A01016,EQ,BHARTIYA INTERNATIONAL,NSE
STEL,NSE_EQ|INE577L01016,EQ,STEL HOLDINGS LIMITED,NSE
IIFLCAPS,BSE_EQ|INE489L01022,A,IIFL CAPITAL SERVICES LIMITED,BSE
EIHOTEL,BSE_EQ|INE230A01023,A,EIH LTD.,BSE
TEGA,NSE_EQ|INE011K01018,EQ,TEGA INDUSTRIES LIMITED,NSE
INNOVANA,BSE_EQ|INE403Y01018,B,Innovana Thinklabs Limited,BSE
GSFC,NSE_EQ|INE026A01025,EQ,GUJ STATE FERT & CHEM LTD,NSE
MAITHANALL,BSE_EQ|INE683C01011,B,MAITHAN ALLOYS LTD.,BSE
VIMTALABS,NSE_EQ|INE579C01029,EQ,VIMTA LABS LIMITED,NSE
JSWCEMENT,BSE_EQ|INE718I01012,B,JSW CEMENT LIMITED,BSE
KOTAKBANK,NSE_EQ|INE237A01028,EQ,KOTAK MAHINDRA BANK LTD,NSE
COSMOFIRST,BSE_EQ|INE757A01017,B,Cosmo First Limited,BSE
TCPLPACK,NSE_EQ|INE822C01015,EQ,TCPL PACKAGING LIMITED,NSE
ELECON,BSE_EQ|INE205B01031,A,ELECON ENGINEERING CO.LTD.,BSE
ARIES,NSE_EQ|INE298I01015,EQ,ARIES AGRO LTD.,NSE
AMBUJACEM,BSE_EQ|INE079A01024,A,AMBUJA CEMENTS LTD.,BSE
EIDPARRY,NSE_EQ|INE126A01031,EQ,EID PARRY INDIA LTD,NSE
ROUTE,BSE_EQ|INE450U01017,A,Route Mobile Limited,BSE
EIDPARRY,BSE_EQ|INE126A01031,A,E.I.D.-PARRY (INDIA) LTD.,BSE
SAKHTISUG,NSE_EQ|INE623A01011,EQ,SAKTHI SUGARS LTD,NSE
HESTERBIO,BSE_EQ|INE782E01017,B,HESTER BIOSCIENCES LTD.,BSE
GSLSU,BSE_EQ|INE0JSX01015,B,Global Surfaces Limited,BSE
CORDSCABLE,BSE_EQ|INE792I01017,B,CORDS CABLE INDUSTRIES LTD.,BSE
IGARASHI,BSE_EQ|INE188B01013,B,IGARASHI MOTORS INDIA LTD.,BSE
GSS,NSE_EQ|INE871H01011,EQ,GSS INFOTECH LIMITED,NSE
FLFL,BSE_EQ|INE452O01016,Z,FUTURE LIFESTYLE FASHIONS LTD,BSE
BBOX,BSE_EQ|INE676A01027,B,BLACK BOX LIMITED,BSE
STAR,NSE_EQ|INE939A01011,EQ,STRIDES PHARMA SCI LTD,NSE
CEATLTD,NSE_EQ|INE482A01020,EQ,CEAT LIMITED,NSE
ROTO,NSE_EQ|INE535D01037,EQ,ROTO PUMPS LIMITED,NSE
VIMTALABS,BSE_EQ|INE579C01029,B,VIMTA LABS LTD.,BSE
DELTACORP,BSE_EQ|INE124G01033,A,DELTA CORP LTD.,BSE
MHLXMIRU,BSE_EQ|INE112D01035,B,MAHALAXMI RUBTECH LTD.,BSE
OCCLLTD,BSE_EQ|INE0PK601023,B,OCCL Limited,BSE
SMCGLOBAL,BSE_EQ|INE103C01036,B,SMC Global Securities Limited,BSE
KPIL,BSE_EQ|INE220B01022,A,KALPATARU PROJECTS INTERNATION,BSE
SAFARI,NSE_EQ|INE429E01023,EQ,SAFARI IND (INDIA) LTD,NSE
RESPONIND,BSE_EQ|INE688D01026,B,RESPONSIVE INDUSTRIES LTD.,BSE
GODREJAGRO,NSE_EQ|INE850D01014,EQ,GODREJ AGROVET LIMITED,NSE
DIVISLAB,NSE_EQ|INE361B01024,EQ,DIVI S LABORATORIES LTD,NSE
TAKE,BSE_EQ|INE142I01023,T,TAKE SOLUTIONS LTD.,BSE
TTML,NSE_EQ|INE517B01013,EQ,TATA TELESERV(MAHARASTRA),NSE
RHIM,BSE_EQ|INE743M01012,A,RHI MAGNESITA INDIA LIMITED,BSE
ECOSMOBLTY,NSE_EQ|INE06HJ01020,EQ,ECOS (INDIA) MOB & HOSP L,NSE
GVTD,BSE_EQ|INE200A01026,A,GE Vernova T&D India Limited,BSE
SHISHIND,BSE_EQ|INE145Y01023,B,Shish Industries Limited,BSE
FOSECOIND,NSE_EQ|INE519A01011,EQ,FOSECO INDIA LTD,NSE
PGHH,BSE_EQ|INE179A01014,A,PROCTER & GAMBLE HYGIENE & HEA,BSE
RAJTV,BSE_EQ|INE952H01027,B,RAJ TELEVISION NETWORK LTD.,BSE
JINDALSAW,BSE_EQ|INE324A01032,A,JINDAL SAW LTD.,BSE
SARDAEN,NSE_EQ|INE385C01021,EQ,SARDA ENERGY & MIN LTD,NSE
SUDARSCHEM,BSE_EQ|INE659A01023,A,SUDARSHAN CHEMICAL INDUSTRIES,BSE
ZFSTEERING,BSE_EQ|INE116C01012,B,Z.F.STEERING GEAR (INDIA) LTD.,BSE
AMJLAND,NSE_EQ|INE606A01024,EQ,AMJ LAND HOLDINGS LIMITED,NSE
INFY,BSE_EQ|INE009A01021,A,INFOSYS LTD.,BSE
DHANBANK,NSE_EQ|INE680A01011,EQ,DHANLAXMI BANK LIMITED,NSE
VSTIND,NSE_EQ|INE710A01016,EQ,VST INDUSTRIES LTD,NSE
LINC,BSE_EQ|INE802B01027,B,LINC LIMITED,BSE
SINCLAIR,BSE_EQ|INE985A01022,B,SINCLAIRS HOTELS LTD.,BSE
HGM,BSE_EQ|INE596H01014,T,HANDSON GLOBAL MANAGEMENT (HGM,BSE
IRIS,BSE_EQ|INE864K01010,B,IRIS Business Services Limited,BSE
OSWALGREEN,NSE_EQ|INE143A01010,EQ,OSWAL GREENTECH LIMITED,NSE
SPECIALITY,NSE_EQ|INE247M01014,EQ,SPECIALITY REST LTD,NSE
PRESTIGE,NSE_EQ|INE811K01011,EQ,PRESTIGE ESTATE LTD,NSE
ACMESOLAR,BSE_EQ|INE622W01025,B,ACME Solar Holdings Limited,BSE
BANG,NSE_EQ|INE863I01016,EQ,BANG OVERSEAS LTD.,NSE
VMM,NSE_EQ|INE01EA01019,EQ,VISHAL MEGA MART LIMITED,NSE
POKARNA,NSE_EQ|INE637C01025,EQ,POKARNA LIMITED,NSE
SPECTRUM,NSE_EQ|INE01EO01010,EQ,SPECTRUM ELECTRIC IND LTD,NSE
ADVENZYMES,BSE_EQ|INE837H01020,A,Advanced Enzyme Technologies L,BSE
INVENTURE,NSE_EQ|INE878H01024,EQ,INVENTURE GRO & SEC LTD,NSE
CELLO,NSE_EQ|INE0LMW01024,EQ,CELLO WORLD LIMITED,NSE
ELITECON,BSE_EQ|INE669R01026,T,ELITECON INTERNATIONAL LIMITED,BSE
PENIND,NSE_EQ|INE932A01024,EQ,PENNAR INDUSTRIES LTD,NSE
KEYFINSERV,BSE_EQ|INE681C01015,B,KEYNOTE FINANCIAL SERVICES LIM,BSE
BELRISE,BSE_EQ|INE894V01022,B,BELRISE INDUSTRIES LIMITED,BSE
TIJARIA,NSE_EQ|INE440L01017,EQ,TIJARIA POLYPIPES LTD,NSE
MARICO,BSE_EQ|INE196A01026,A,MARICO LTD.,BSE
MOREPENLAB,BSE_EQ|INE083A01026,A,MOREPEN LABORATORIES LTD.,BSE
DGCONTENT,BSE_EQ|INE03JI01017,B,Digicontent Limited,BSE
ACEINTEG,NSE_EQ|INE543V01017,EQ,ACE INTEGRATED SOLU. LTD.,NSE
SAHYADRI,NSE_EQ|INE280H01015,EQ,SAHYADRI INDUSTRIES LTD,NSE
ENGINERSIN,NSE_EQ|INE510A01028,EQ,ENGINEERS INDIA LTD,NSE
AVTNPL,NSE_EQ|INE488D01021,EQ,AVT NATURAL PRODUCTS LTD,NSE
WABAG,NSE_EQ|INE956G01038,EQ,VA TECH WABAG LTD,NSE
MUFTI,BSE_EQ|INE220Q01020,B,Credo Brands Marketing Limited,BSE
BDL,BSE_EQ|INE171Z01026,A,Bharat Dynamics Limited,BSE
KOTAKBANK,BSE_EQ|INE237A01028,A,KOTAK MAHINDRA BANK LTD.,BSE
PRABHA,NSE_EQ|INE0I0M01023,EQ,PRABHA ENERGY LIMITED,NSE
FAZE3Q,NSE_EQ|INE963C01033,EQ,FAZE THREE LIMITED,NSE
ORISSAMINE,BSE_EQ|INE725E01024,B,ORISSA MINERALS DEVELOPMENT CO,BSE
SCPL,BSE_EQ|INE501Y01019,B,SHEETAL COOL PRODUCTS LIMITED,BSE
IRISDOREME,NSE_EQ|INE01GN01025,EQ,IRIS CLOTHINGS LIMITED,NSE
PAKKA,BSE_EQ|INE551D01018,B,PAKKA LIMITED,BSE
MAANALU,NSE_EQ|INE215I01027,EQ,MAAN ALUMINIUM LIMITED,NSE
DBCORP,BSE_EQ|INE950I01011,B,D B CORP LTD,BSE
RAMKY,NSE_EQ|INE874I01013,EQ,RAMKY INFRA LTD,NSE
HINDUNILVR,NSE_EQ|INE030A01027,EQ,HINDUSTAN UNILEVER LTD.,NSE
SGRL,BSE_EQ|INE414Y01015,B,Shree Ganesh Remedies Limited,BSE
YATHARTH,NSE_EQ|INE0JO301016,EQ,YATHARTH HOSP & TRA C S L,NSE
WELSPUNLIV,BSE_EQ|INE192B01031,A,WELSPUN LIVING LIMITED,BSE
ARTEMISMED,BSE_EQ|INE025R01021,B,Artemis Medicare Services Limi,BSE
SURYAROSNI,BSE_EQ|INE335A01020,A,SURYA ROSHNI LTD.,BSE
SHANKARA,NSE_EQ|INE274V01019,EQ,SHANKARA BLDG PRODUCT LTD,NSE
PRUDENT,BSE_EQ|INE00F201020,A,Prudent Corporate Advisory Ser,BSE
MGEL,NSE_EQ|INE0APB01032,EQ,MANGALAM GLOBAL ENT LTD,NSE
SKMEGGPROD,NSE_EQ|INE411D01015,EQ,SKM EGG PROD EXPORT(I) LT,NSE
KILITCH,NSE_EQ|INE729D01010,EQ,KILITCH DRUGS INDIA LTD,NSE
INDOBORAX,BSE_EQ|INE803D01021,B,INDO BORAX & CHEMICALS LTD.,BSE
AVALON,BSE_EQ|INE0LCL01028,A,Avalon Technologies Limited,BSE
COFORGE,BSE_EQ|INE591G01025,A,COFORGE LIMITED,BSE
JASH,NSE_EQ|INE039O01029,EQ,JASH ENGINEERING LIMITED,NSE
DEVYANI,NSE_EQ|INE872J01023,EQ,DEVYANI INTERNATIONAL LTD,NSE
MITCON,NSE_EQ|INE828O01033,EQ,MITCON CON & ENG SER LTD,NSE
THEJO,NSE_EQ|INE121N01019,EQ,THEJO ENGINEERING LIMITED,NSE
CANBK,NSE_EQ|INE476A01022,EQ,CANARA BANK,NSE
HAPPSTMNDS,NSE_EQ|INE419U01012,EQ,HAPPIEST MINDS TECHNO LTD,NSE
UCOBANK,NSE_EQ|INE691A01018,EQ,UCO BANK,NSE
GEOJITFSL,BSE_EQ|INE007B01023,B,Geojit Financial Services Limi,BSE
ANTHEM,NSE_EQ|INE0CZ201020,EQ,ANTHEM BIOSCIENCES LTD,NSE
KAYA,BSE_EQ|INE587G01015,T,Kaya Limited,BSE
MANORG,NSE_EQ|INE370D01013,EQ,MANGALAM ORGANICS LIMITED,NSE
TOTEM,BSE_EQ|INE0TT901016,B,Forbes Precision Tools and Mac,BSE
MCX,NSE_EQ|INE745G01035,EQ,MULTI COMMODITY EXCHANGE,NSE
OAL,NSE_EQ|INE959C01023,EQ,ORIENTAL AROMATICS LTD,NSE
BAJFINANCE,BSE_EQ|INE296A01032,A,BAJAJ FINANCE LIMITED,BSE
GRSE,BSE_EQ|INE382Z01011,A,Garden Reach Shipbuilders & En,BSE
SAGILITY,NSE_EQ|INE0W2G01015,EQ,SAGILITY LIMITED,NSE
ORIENTCEM,BSE_EQ|INE876N01018,A,ORIENT CEMENT LTD,BSE
EFCIL,BSE_EQ|INE886D01026,B,EFC (I) LIMITED,BSE
PAR,NSE_EQ|INE04LG01015,EQ,PAR DRUGS AND CHEM LTD,NSE
ANURAS,NSE_EQ|INE930P01018,EQ,ANUPAM RASAYAN INDIA LTD,NSE
ANDHRSUGAR,NSE_EQ|INE715B01021,EQ,ANDHRA SUGARS LTD,NSE
RADHIKAJWE,BSE_EQ|INE583V01021,B,Radhika Jeweltech Limited,BSE
ROSSARI,BSE_EQ|INE02A801020,B,ROSSARI BIOTECH LIMITED,BSE
LIBERTSHOE,BSE_EQ|INE557B01019,B,LIBERTY SHOES LTD.,BSE
MUNJALAU,BSE_EQ|INE672B01032,B,MUNJAL AUTO INDUSTRIES LTD.,BSE
SEMAC,NSE_EQ|INE617A01013,EQ,SEMAC CONSTRUCTION LTD,NSE
DIGITIDE,NSE_EQ|INE0U4701011,EQ,DIGITIDE SOLUTIONS LTD,NSE
LANCER,BSE_EQ|INE359U01028,T,Lancer Container Lines Limited,BSE
MODIRUBBER,NSE_EQ|INE832A01018,EQ,MODI RUBBER LTD,NSE
VISHWARAJ,BSE_EQ|INE430N01022,B,Vishwaraj Sugar Industries Lim,BSE
HINDCOPPER,NSE_EQ|INE531E01026,EQ,HINDUSTAN COPPER LTD,NSE
ARE&M,BSE_EQ|INE885A01032,A,Amara Raja Energy & Mobility L,BSE
TANLA,NSE_EQ|INE483C01032,EQ,TANLA PLATFORMS LIMITED,NSE
63MOONS,BSE_EQ|INE111B01023,B,63 Moons Technologies Limited,BSE
ONGC,BSE_EQ|INE213A01029,A,OIL AND NATURAL GAS CORPORATIO,BSE
SHRIRAMFIN,NSE_EQ|INE721A01047,EQ,SHRIRAM FINANCE LIMITED,NSE
HFCL,BSE_EQ|INE548A01028,A,HFCL LIMITED,BSE
DISAQ,BSE_EQ|INE131C01011,B,DISA INDIA LTD.,BSE
DREDGECORP,NSE_EQ|INE506A01018,EQ,DREDGING CORP OF INDIA,NSE
JBMA,BSE_EQ|INE927D01051,A,JBM AUTO LTD.,BSE
BLUEDART,BSE_EQ|INE233B01017,A,BLUE DART EXPRESS LTD.,BSE
BANKBARODA,NSE_EQ|INE028A01039,EQ,BANK OF BARODA,NSE
PFC,BSE_EQ|INE134E01011,A,POWER FINANCE CORPORATION LTD.,BSE
GOPAL,NSE_EQ|INE0L9R01028,EQ,GOPAL SNACKS LIMITED,NSE
SUPRIYA,BSE_EQ|INE07RO01027,B,Supriya Lifescience Limited,BSE
RAWEDGE,BSE_EQ|INE960Z01014,B,Raw Edge Industrial Solutions ,BSE
ADVANIHOTR,BSE_EQ|INE199C01026,B,ADVANI HOTELS & RESORTS (INDIA,BSE
BRNL,NSE_EQ|INE727S01012,EQ,BHARAT ROAD NETWORK LTD,NSE
VAISHALI,NSE_EQ|INE972X01022,EQ,VAISHALI PHARMA LIMITED,NSE
LODHA,NSE_EQ|INE670K01029,EQ,LODHA DEVELOPERS LIMITED,NSE
IFCI,NSE_EQ|INE039A01010,EQ,IFCI LTD,NSE
LXCHEM,NSE_EQ|INE576O01020,EQ,LAXMI ORGANIC INDUS LTD,NSE
RAJINFRA,BSE_EQ|INE016C01014,Z,RAJESWARI INFRASTRUCTURE LIMIT,BSE
SCHAND,NSE_EQ|INE807K01035,EQ,S CHAND AND COMPANY LTD,NSE
GATEWAY,NSE_EQ|INE079J01017,EQ,GATEWAY DISTRIPARKS LTD,NSE
JAGSNPHARM,NSE_EQ|INE048B01035,EQ,JAGSONPAL PHARMACEUTICALS,NSE
ASTERDM,NSE_EQ|INE914M01019,EQ,ASTER DM HEALTHCARE LTD.,NSE
GNFC,BSE_EQ|INE113A01013,A,GUJARAT NARMADA VALLEY FERTILI,BSE
IFBIND,BSE_EQ|INE559A01017,B,IFB INDUSTRIES LTD.,BSE
SHREYANIND,BSE_EQ|INE231C01019,B,SHREYANS INDUSTRIES LTD.,BSE
SWSOLAR,BSE_EQ|INE00M201021,A,STERLING AND WILSON RENEWABLE ,BSE
PRECWIRE,NSE_EQ|INE372C01037,EQ,PRECISION WIRES INDIA LTD,NSE
GLOBALVECT,BSE_EQ|INE792H01019,B,GLOBAL VECTRA HELICORP LTD.,BSE
CAPTRUST,BSE_EQ|INE707C01018,B,CAPITAL TRUST LTD.,BSE
KAUSHALYA,BSE_EQ|INE234I01028,T,KAUSHALYA INFRASTRUCTURE DEVEL,BSE
ANUHPHR,BSE_EQ|INE489G01022,B,ANUH PHARMA LTD.,BSE
SAILIFE,NSE_EQ|INE570L01029,EQ,SAI LIFE SCIENCES LIMITED,NSE
MUKTAARTS,NSE_EQ|INE374B01019,EQ,MUKTA ARTS LIMITED,NSE
THANGAMAYL,BSE_EQ|INE085J01014,A,THANGAMAYIL JEWELLERY LTD,BSE
EMIL,BSE_EQ|INE02YR01019,A,Electronics Mart India Limited,BSE
VEDL,BSE_EQ|INE205A01025,A,VEDANTA LIMITED,BSE
REPRO,NSE_EQ|INE461B01014,EQ,REPRO INDIA LIMITED,NSE
KMCSHIL,BSE_EQ|INE879K01018,B,KMC SPECIALITY HOSPITALS (INDI,BSE
AUTOIND,BSE_EQ|INE718H01014,B,AUTOLINE INDUSTRIES LTD.,BSE
ACI,NSE_EQ|INE128X01021,EQ,ARCHEAN CHEMICAL IND LTD,NSE
IGL,BSE_EQ|INE203G01027,A,INDRAPRASTHA GAS LTD.,BSE
EMAMIPAP,BSE_EQ|INE830C01026,B,EMAMI PAPER MILLS LTD.,BSE
HEROMOTOCO,NSE_EQ|INE158A01026,EQ,HERO MOTOCORP LIMITED,NSE
SPLPETRO,BSE_EQ|INE663A01033,A,SUPREME PETROCHEM LTD.,BSE
NIVABUPA,BSE_EQ|INE995S01015,B,NIVA BUPA HEALTH INSURANCE COM,BSE
MANAKSTEEL,NSE_EQ|INE824Q01011,EQ,MANAKSIA STEELS LTD,NSE
GLOTTIS,NSE_EQ|INE0TQE01026,EQ,GLOTTIS LIMITED,NSE
SCODATUBES,BSE_EQ|INE090501011,B,Scoda Tubes Limited,BSE
ATUL,BSE_EQ|INE100A01010,A,ATUL LTD.,BSE
LIKHITHA,NSE_EQ|INE060901027,EQ,LIKHITHA INFRASTRUC LTD,NSE
METROPOLIS,NSE_EQ|INE112L01020,EQ,METROPOLIS HEALTHCARE LTD,NSE
ORIENTBELL,BSE_EQ|INE607D01018,B,ORIENT BELL LIMITED,BSE
ABINFRA,BSE_EQ|INE00YB01025,B,A B INFRABUILD LIMITED,BSE
HEIDELBERG,BSE_EQ|INE578A01017,B,HEIDELBERGCEMENT INDIA LTD.,BSE
UNOMINDA,NSE_EQ|INE405E01023,EQ,UNO MINDA LIMITED,NSE
LLOYDSENT,NSE_EQ|INE080I01025,EQ,LLOYDS ENTERPRISES LTD,NSE
PAVNAIND,BSE_EQ|INE07S101038,B,Pavna Industries Limited,BSE
BHARATSE,BSE_EQ|INE415D01024,B,BHARAT SEATS LTD.,BSE
NILAINFRA,BSE_EQ|INE937C01029,B,NILA INFRASTRUCTURES LTD.,BSE
ASHIKA,BSE_EQ|INE094B01013,B,Ashika Credit Capital Ltd.,BSE
RHL,BSE_EQ|INE508K01013,B,ROBUST HOTELS LIMITED,BSE
BCG,NSE_EQ|INE425B01027,EQ,BRIGHTCOM GROUP LIMITED,NSE
VSSL,NSE_EQ|INE050M01012,EQ,VARDHMAN SPC STEEL LTD,NSE
HEIDELBERG,NSE_EQ|INE578A01017,EQ,HEIDELBERGCEMENT (I) LTD,NSE
ASTRAL,BSE_EQ|INE006I01046,A,ASTRAL LIMITED,BSE
RAJRATAN,BSE_EQ|INE451D01029,B,RAJRATAN GLOBAL WIRE LTD.,BSE
SARLAPOLY,BSE_EQ|INE453D01025,B,SARLA PERFORMANCE FIBERS LTD.,BSE
SADHNANIQ,BSE_EQ|INE888C01040,T,SADHANA NITROCHEM LTD.,BSE
ANDHRAPAP,BSE_EQ|INE435A01051,B,ANDHRA PAPER LIMITED,BSE
NECCLTD,BSE_EQ|INE553C01016,B,NORTH EASTERN CARRYING CORPORA,BSE
INDNIPPON,BSE_EQ|INE092B01025,B,INDIA NIPPON ELECTRICALS LTD.,BSE
WHEELS,NSE_EQ|INE715A01015,EQ,WHEELS INDIA LTD,NSE
VERANDA,BSE_EQ|INE0IQ001011,B,Veranda Learning Solutions Lim,BSE
HIRECT,BSE_EQ|INE835D01023,B,HIND RECTIFIERS LTD.,BSE
SUNFLAG,NSE_EQ|INE947A01014,EQ,SUNFLAG IRON AND STEEL CO,NSE
SHIVATEX,BSE_EQ|INE705C01020,B,SHIVA TEXYARN LTD.,BSE
ASHAPURMIN,NSE_EQ|INE348A01023,EQ,ASHAPURA MINECHEM LTD,NSE
MEIL,BSE_EQ|INE0PKD01011,B,MANGAL ELECTRICAL INDUSTRIES L,BSE
DELPHIFX,NSE_EQ|INE726L01019,EQ,DELPHI WORLD MONEY LTD,NSE
TATACAP,NSE_EQ|INE976I01016,EQ,TATA CAPITAL LIMITED,NSE
LLOYDSENT,BSE_EQ|INE080I01025,B,LLOYDS ENTERPRISES LIMITED,BSE
INDIANHUME,BSE_EQ|INE323C01030,B,INDIAN HUME PIPE CO.LTD.,BSE
BLBLIMITED,NSE_EQ|INE791A01024,EQ,BLB LIMITED,NSE
ZENSARTECH,BSE_EQ|INE520A01027,A,ZENSAR TECHNOLOGIES LTD.,BSE
HUBTOWN,NSE_EQ|INE703H01016,EQ,HUBTOWN LIMITED,NSE
RRKABEL,NSE_EQ|INE777K01022,EQ,R R KABEL LIMITED,NSE
KEC,BSE_EQ|INE389H01022,A,KEC INTERNATIONAL LTD.,BSE
SBILIFE,NSE_EQ|INE123W01016,EQ,SBI LIFE INSURANCE CO LTD,NSE
MOBIKWIK,NSE_EQ|INE0HLU01028,EQ,ONE MOBIKWIK SYSTEMS LTD,NSE
MAHAPEXLTD,NSE_EQ|INE843B01013,EQ,MAHA RASHTRA APEX COPR. L,NSE
KROSS,BSE_EQ|INE0O6601022,B,Kross Limited,BSE
EMIL,NSE_EQ|INE02YR01019,EQ,ELECTRONICS MART IND LTD,NSE
PRITIKAUTO,BSE_EQ|INE583R01029,B,Pritika Auto Industries Limite,BSE
TEAMGTY,BSE_EQ|INE289C01025,T,TEAM INDIA GUARANTY LIMITED,BSE
ACI,BSE_EQ|INE128X01021,A,Archean Chemical Industries Li,BSE
BIRLACABLE,NSE_EQ|INE800A01015,EQ,BIRLA CABLE LIMITED,NSE
TATACONSUM,NSE_EQ|INE192A01025,EQ,TATA CONSUMER PRODUCT LTD,NSE
IRIS,NSE_EQ|INE864K01010,EQ,IRIS BUSINESS SERV LTD,NSE
STARLENT,BSE_EQ|INE594W01042,B,STARLINEPS ENTERPRISES LIMITED,BSE
ZODIAC,BSE_EQ|INE761Y01019,B,Zodiac Energy Limited,BSE
THANGAMAYL,NSE_EQ|INE085J01014,EQ,THANGAMAYIL JEWELLERY LTD,NSE
JSWENERGY,BSE_EQ|INE121E01018,A,JSW ENERGY LTD,BSE
SYNGENE,NSE_EQ|INE398R01022,EQ,SYNGENE INTERNATIONAL LTD,NSE
AVANTEL,NSE_EQ|INE005B01027,EQ,AVANTEL LIMITED,NSE
BMWVENTLTD,BSE_EQ|INE965W01036,B,BMW VENTURES LIMITED,BSE
PPAP,BSE_EQ|INE095I01015,B,PPAP,BSE
QUICKHEAL,NSE_EQ|INE306L01010,EQ,QUICK HEAL TECH LTD,NSE
ARTEMISMED,NSE_EQ|INE025R01021,EQ,ARTEMIS MED SERVICE LTD,NSE
VARDHACRLC,NSE_EQ|INE116G01013,EQ,VARDHAMAN ACRYLICS LTD,NSE
ZENITHEXPO,BSE_EQ|INE058B01018,B,ZENITH EXPORTS LTD.,BSE
DELPHIFX,BSE_EQ|INE726L01019,B,DELPHI WORLD MONEY LIMITED,BSE
UNIDT,NSE_EQ|INE961D01019,EQ,UNITED DRILLING TOOLS LTD,NSE
